h3_d,pop_dens,geometry
892a1004657ffff,653.0,"POLYGON ((-73.69483566738839 40.753896854943925, -73.69694456105981 40.752964055988606, -73.69688639822316 40.75120336381729, -73.69471950213708 40.750375469340014, -73.69261068451716 40.75130819901158, -73.69266868693148 40.75306889244136, -73.69483566738839 40.753896854943925))"
892a1004dafffff,185.0,"POLYGON ((-73.61743995608056 40.67387439686248, -73.61954665361397 40.672943899330015, -73.6194914909767 40.67118499634109, -73.61732979068519 40.670356589859814, -73.61522316932384 40.6712870183063, -73.61527817208162 40.673045922317236, -73.61743995608056 40.67387439686248))"
892a10c5b9bffff,159.0,"POLYGON ((-73.85828522063862 41.07027663717347, -73.86040540497292 41.06933739220712, -73.86034066907453 41.067569734983785, -73.8581559114324 41.0667413209688, -73.8560358033659 41.0676804960886, -73.85610037667328 41.06944815506711, -73.85828522063862 41.07027663717347))"
892a1000dbbffff,161.0,"POLYGON ((-73.72654555982268 40.805998275713954, -73.72865622117016 40.8050643254237, -73.72859680170006 40.803302477564884, -73.72642688165939 40.802474578638815, -73.72431629637597 40.80340845954521, -73.7243755550688 40.80517030875872, -73.72654555982268 40.805998275713954))"
892a100cc77ffff,1693.0,"POLYGON ((-73.85501146162787 40.68643986092509, -73.85711442576131 40.68550481992895, -73.85705034084468 40.68374558556774, -73.85488345174603 40.68292139044101, -73.85278056265838 40.68385636197823, -73.85284448762317 40.68561559809829, -73.85501146162787 40.68643986092509))"
892a1062a3bffff,61.0,"POLYGON ((-74.14491076403903 40.56767380281957, -74.14700312269727 40.56673471647272, -74.14692835740448 40.56497809132266, -74.14476139256475 40.564160549855764, -74.14266910714827 40.56509956643242, -74.14274371332918 40.56685619424338, -74.14491076403903 40.56767380281957))"
892a100c1cfffff,1021.0,"POLYGON ((-73.87102254963534 40.715084387604044, -73.87312650482015 40.71414873809771, -73.87306178007364 40.712388867947844, -73.87089326028757 40.71156464549394, -73.86878938016118 40.71250022548856, -73.86885394476201 40.71426009744597, -73.87102254963534 40.715084387604044))"
892a1000663ffff,9.0,"POLYGON ((-73.80602914177157 40.87280694948843, -73.80814136495925 40.87187079967014, -73.80807886868759 40.87010746699449, -73.80590431045857 40.8692802825349, -73.80379216315804 40.870216362782124, -73.80385449819896 40.871979697057206, -73.80602914177157 40.87280694948843))"
892a100147bffff,1227.0,"POLYGON ((-73.85395593577816 40.89276248516605, -73.85606818290785 40.89182522767192, -73.85600385510541 40.89006144905134, -73.85382744153708 40.88923492617399, -73.85171527012105 40.890172114004656, -73.85177943655927 40.891935894373304, -73.85395593577816 40.89276248516605))"
892a107550bffff,353.0,"POLYGON ((-74.03159259927553 40.613069463328806, -74.03368906112647 40.61213196216766, -74.03361846575362 40.610374333181284, -74.03145156796431 40.609554203044375, -74.02935518005626 40.61049163455665, -74.02942561599416 40.612249265851894, -74.03159259927553 40.613069463328806))"
892a100aeb3ffff,1134.0,"POLYGON ((-73.91913134842233 40.85664148871754, -73.9212407773123 40.85570340909848, -73.92117404648886 40.85394041407488, -73.9189980478849 40.85311549671508, -73.91688869426838 40.85405350660851, -73.91695526398195 40.85581650358455, -73.91913134842233 40.85664148871754))"
892a103a617ffff,401.0,"POLYGON ((-73.72584366422008 40.65803086557921, -73.72794769845395 40.65709852722717, -73.72788849245036 40.655339946990374, -73.72572541197992 40.65451370374368, -73.72362145333575 40.65544597286035, -73.72368049957198 40.65720455445629, -73.72584366422008 40.65803086557921))"
892a1060527ffff,271.0,"POLYGON ((-74.15612278598901 40.580545654754346, -74.15821551081042 40.57960621946803, -74.15814030559028 40.57784930825069, -74.1559725347455 40.57703182962143, -74.15387988315061 40.57797119510805, -74.15395492917344 40.579728109020806, -74.15612278598901 40.580545654754346))"
892a10761d7ffff,458.0,"POLYGON ((-73.90611187897656 40.62437182994111, -73.90821113785194 40.62343652118233, -73.90814522415216 40.62167865413268, -73.90598021110193 40.6208560939195, -73.90388102682317 40.62179133320497, -73.90394678099759 40.62354920217415, -73.90611187897656 40.62437182994111))"
892a101167bffff,101.0,"POLYGON ((-73.78342814473476 41.02442190627622, -73.78554762418798 41.02348455169753, -73.78548577872316 41.02171790622338, -73.78330461608341 41.02088861380231, -73.78118521312263 41.021825898693685, -73.78124689630873 41.023592545690626, -73.78342814473476 41.02442190627622))"
892a101b1b7ffff,41.0,"POLYGON ((-73.87804474351043 41.0220072781057, -73.88016238131097 41.021068180944795, -73.88009696598863 41.01930157237523, -73.87791407511978 41.01847405914507, -73.87579651333118 41.01941308647747, -73.87586176639907 41.02117969686571, -73.87804474351043 41.0220072781057))"
892a101a897ffff,1374.0,"POLYGON ((-73.80324417980947 40.976193705448495, -73.80536111684185 40.975256496629896, -73.8052985874988 40.97349090024369, -73.80311928306656 40.97266251108657, -73.8010024222706 40.97359965023555, -73.80106478967006 40.975365248208426, -73.80324417980947 40.976193705448495))"
892a100d547ffff,31142.0,"POLYGON ((-73.93631925102787 40.74508039896405, -73.93842335786687 40.74414321271045, -73.93835614038336 40.74238267152206, -73.9361849764045 40.74155931457506, -73.93408094439697 40.74249643118894, -73.93414800153636 40.74425697438676, -73.93631925102787 40.74508039896405))"
892a10072abffff,1088.0,"POLYGON ((-73.71299728715502 40.785175612611646, -73.71510725771607 40.78424213873847, -73.71504837368182 40.78248075258544, -73.71287967972157 40.78165283898929, -73.71076978522392 40.78258624351992, -73.71082850862278 40.78434763098645, -73.71299728715502 40.785175612611646))"
892a1072c3bffff,24546.0,"POLYGON ((-74.00164823807187 40.71953423927952, -74.00375000441076 40.71859612245124, -74.00368037230024 40.7168361388215, -74.00150913401293 40.71601426980408, -73.99940744210099 40.716952316920725, -73.99947691404893 40.718712302763656, -74.00164823807187 40.71953423927952))"
892a1008927ffff,6460.0,"POLYGON ((-73.95443827552336 40.77103704785145, -73.95654321403184 40.770099242924, -73.95647527874591 40.76833812730129, -73.95430256547066 40.76751481453825, -73.95219770178664 40.768452549772825, -73.95226547655297 40.77021366746051, -73.95443827552336 40.77103704785145))"
892a1011dc3ffff,524.0,"POLYGON ((-73.71248733557395 40.962552850265176, -73.71460530999288 40.961617483113876, -73.71454622178946 40.95985220367858, -73.71236932102174 40.95902229008791, -73.71025142324623 40.959957587721426, -73.71031034959468 40.961722868460555, -73.71248733557395 40.962552850265176))"
892a1060d9bffff,1.0,"POLYGON ((-74.1375169174438 40.54414436561558, -74.13960836582794 40.543205676232745, -74.1395339143508 40.54144957439101, -74.13736817344294 40.54063215929086, -74.1352767982638 40.54157077893824, -74.13535109078701 40.54332688341841, -74.1375169174438 40.54414436561558))"
892a1006b4bffff,522.0,"POLYGON ((-73.62680863996295 40.70005852201543, -73.62891634350004 40.69912756814066, -73.62886079870184 40.697368083117, -73.6266977104238 40.69653955091557, -73.62459008309779 40.69747043566397, -73.62464546783842 40.699229921737384, -73.62680863996295 40.70005852201543))"
892a100eea7ffff,2618.0,"POLYGON ((-73.80934923121926 40.72460262663602, -73.81145473508182 40.723668017323, -73.81139231149267 40.72190794724654, -73.80922454425611 40.7210824848647, -73.80711911578659 40.72201702474944, -73.80718137916021 40.723777096441495, -73.80934923121926 40.72460262663602))"
892a1007313ffff,1128.0,"POLYGON ((-73.70186227645284 40.77222922565089, -73.70397186667104 40.77129609843069, -73.70391341715295 40.76953500025205, -73.70174553796366 40.76870702801134, -73.69963602382178 40.769640085918844, -73.69969431279253 40.77140118537694, -73.70186227645284 40.77222922565089))"
892a100610bffff,416.0,"POLYGON ((-73.60281995290619 40.75347323211325, -73.60493048697948 40.75254215007972, -73.60487577957576 40.75078149207796, -73.60271069852115 40.749951915134496, -73.60060024095034 40.750882928025376, -73.60065478793135 40.75264358699957, -73.60281995290619 40.75347323211325))"
892a1018427ffff,463.0,"POLYGON ((-73.87276694488838 40.99562330364686, -73.8748834872406 40.99468458829658, -73.87481830798755 40.99291855617165, -73.87263674845416 40.99209123759103, -73.87052028205467 40.99302988314701, -73.87058529923544 40.994795917075066, -73.87276694488838 40.99562330364686))"
892a1006cd3ffff,1.0,"POLYGON ((-73.58333637022544 40.746005336594486, -73.58544691895752 40.74507469753923, -73.58539295168967 40.743314210182604, -73.58322859606157 40.742484360966166, -73.58111812390328 40.74341493091606, -73.581171930799 40.745175419184974, -73.58333637022544 40.746005336594486))"
892a1018e9bffff,171.0,"POLYGON ((-73.88428543985096 40.958209713174696, -73.88640008200552 40.957271185282096, -73.88633452044165 40.95550596899993, -73.88415447853542 40.95467927876714, -73.88203991215498 40.955617736885266, -73.88210531190622 40.95738295500781, -73.88428543985096 40.958209713174696))"
892a1015e0fffff,54.0,"POLYGON ((-73.64845112553394 40.84229648661921, -73.65056483416048 40.84136360160892, -73.65050830642895 40.83960097463697, -73.64833823110024 40.838771231562625, -73.64622459904125 40.83970404727225, -73.64628096574307 40.84146667535407, -73.64845112553394 40.84229648661921))"
892a100ad2bffff,2114.0,"POLYGON ((-73.88814968794031 40.8309879024655, -73.89025853070743 40.83005067659135, -73.89019300162877 40.82828824934127, -73.88801879071934 40.82746304610574, -73.8859100232972 40.82840020232649, -73.88597539143909 40.83016263143335, -73.88814968794031 40.8309879024655))"
892a103325bffff,134.0,"POLYGON ((-73.62359386723377 40.665806344845045, -73.62570009244347 40.66487582001989, -73.62564470866232 40.66311709391347, -73.6234832594956 40.662288891587906, -73.62137711040167 40.66321934732569, -73.62143233435837 40.664978074473616, -73.62359386723377 40.665806344845045))"
892a107604fffff,1046.0,"POLYGON ((-73.93636461227632 40.6341272692997, -73.93846375522102 40.633191294680536, -73.93839669476779 40.63143320749606, -73.93623065095802 40.6306110929149, -73.934131582492 40.631546998005675, -73.93419848335662 40.63330508720319, -73.93636461227632 40.6341272692997))"
892a1004957ffff,2603.0,"POLYGON ((-73.64698265730597 40.662603466424244, -73.64908831829884 40.661672541845974, -73.64903206181933 40.65991388015464, -73.64687030414855 40.659086141924526, -73.6447647191466 40.660016997382876, -73.64482081582419 40.661775660188454, -73.64698265730597 40.662603466424244))"
892a103ae57ffff,26.0,"POLYGON ((-73.71980924579071 40.605395722143925, -73.72191103406836 40.6044640669672, -73.7218521202783 40.60270665536604, -73.71969157762048 40.601880897596, -73.71758986479291 40.602812483599095, -73.71764861917273 40.604569896543055, -73.71980924579071 40.605395722143925))"
892a1011487ffff,482.0,"POLYGON ((-73.73199760360671 41.031006595333224, -73.73411831946169 41.03007013285666, -73.7340584078425 41.02830335438807, -73.7318779426955 41.02747303703144, -73.729757303611 41.02840942989264, -73.72981705290263 41.03017620972298, -73.73199760360671 41.031006595333224))"
892a1015d8fffff,20.0,"POLYGON ((-73.59449336784483 40.830353512289925, -73.59660751189705 40.829421761747064, -73.5965530278274 40.82765941262552, -73.59438456065453 40.82682881310156, -73.59227049339685 40.82776049443839, -73.59232481651718 40.82952284450239, -73.59449336784483 40.830353512289925))"
892a1018d1bffff,1080.0,"POLYGON ((-73.84691395903246 40.93532635903397, -73.84902825325999 40.93438877422878, -73.84896413240556 40.93262406417523, -73.84678587898124 40.93179693719952, -73.84467166064005 40.93273445230951, -73.84473561983643 40.9344991640876, -73.84691395903246 40.93532635903397))"
892a1006a37ffff,1928.0,"POLYGON ((-73.62065077492413 40.70813013708538, -73.6227589514804 40.70719921076149, -73.62270362810797 40.70543954902119, -73.62054028829172 40.70461081257177, -73.61843218800293 40.70554166977072, -73.61848735126259 40.707301332541206, -73.62065077492413 40.70813013708538))"
892a1011507ffff,10.0,"POLYGON ((-73.72474150253719 41.00731697739316, -73.72686127828543 41.006380903270184, -73.72680167092308 41.004614643152934, -73.724622449976 41.003784455815726, -73.72250275095676 41.00472046035785, -73.72256219615525 41.006486721815214, -73.72474150253719 41.00731697739316))"
892a100d63bffff,50452.0,"POLYGON ((-73.97317416526366 40.75731302785855, -73.97527814530734 40.75637502535424, -73.97520952633991 40.75461421042808, -73.97303708775206 40.753791395879794, -73.9709331823963 40.75472932867701, -73.97100164093999 40.756490145726794, -73.97317416526366 40.75731302785855))"
892a10194dbffff,127.0,"POLYGON ((-73.95811930074922 41.03316749716697, -73.96023597024217 41.03222678510976, -73.960167514685 41.0304599236798, -73.95798255195814 41.029633772235535, -73.95586595811238 41.03057441433234, -73.95593425134582 41.03234127783098, -73.95811930074922 41.03316749716697))"
892a100e423ffff,234.0,"POLYGON ((-73.80694353199041 40.77753245868949, -73.80905145433238 40.7765973205307, -73.80898905062672 40.77483608311404, -73.806818885156 40.77400998224731, -73.8047110383891 40.77494505092859, -73.80477328151748 40.776706289951306, -73.80694353199041 40.77753245868949))"
892a101a8afffff,76.0,"POLYGON ((-73.80716498029915 40.965491762851435, -73.8092813623541 40.96455459557014, -73.80921869942212 40.962789232384644, -73.80703981630413 40.961961034878286, -73.80492351043125 40.96289813249465, -73.80498601149391 40.96466349727947, -73.80716498029915 40.965491762851435))"
892a1007293ffff,103.0,"POLYGON ((-73.70907042007035 40.795850286725155, -73.71118094164973 40.79491677098034, -73.71112219178158 40.7931551506113, -73.70895308104235 40.79232704468345, -73.70684263558034 40.793260491081064, -73.70690122473982 40.795022112750914, -73.70907042007035 40.795850286725155))"
892a100608bffff,15.0,"POLYGON ((-73.60997476562234 40.77709383316628, -73.61208623304873 40.77616236438084, -73.61203122929963 40.774401183368106, -73.60986491870787 40.77357147014457, -73.60775352782582 40.77450286975296, -73.60780837099087 40.77626405175912, -73.60997476562234 40.77709383316628))"
892a1015533ffff,272.0,"POLYGON ((-73.61311235229532 40.87754641806461, -73.61522828841922 40.87661381564531, -73.61517304850193 40.87485042422677, -73.61300203373345 40.874019634226734, -73.61088617446686 40.874952167364675, -73.61094125311112 40.876715559781196, -73.61311235229532 40.87754641806461))"
892a103a56bffff,35.0,"POLYGON ((-73.69732242693496 40.634978791235746, -73.69942594401977 40.63404723164875, -73.69936783528968 40.63228916909475, -73.69720636908657 40.63146266485322, -73.69510292765702 40.63239415527117, -73.69516087677499 40.634152219096904, -73.69732242693496 40.634978791235746))"
892a10059cbffff,245.0,"POLYGON ((-73.72246144221378 40.68452051612236, -73.72456672410087 40.68358795348306, -73.72450761147405 40.68182878757207, -73.72234337690757 40.68100218295017, -73.72023817071204 40.6819346763328, -73.72029712339109 40.68369384359123, -73.72246144221378 40.68452051612236))"
892a10762cbffff,1427.0,"POLYGON ((-73.96012938801923 40.64141094428019, -73.96222842228042 40.64047445076698, -73.96216046122122 40.63871619948585, -73.9599936255359 40.63789443962859, -73.95789466565932 40.63883086357065, -73.95796246708296 40.64058911693831, -73.96012938801923 40.64141094428019))"
892a1076333ffff,622.0,"POLYGON ((-73.93332916255274 40.61045296907595, -73.93542730401103 40.60951731002533, -73.93536039098834 40.607759748305206, -73.93319549593518 40.60693784362853, -73.9310974288955 40.607873433179144, -73.93116418248994 40.60963099690362, -73.93332916255274 40.61045296907595))"
892a1005833ffff,147.0,"POLYGON ((-73.72690873204098 40.689692334295664, -73.72901416530344 40.68875963312519, -73.72895487940232 40.68700035176697, -73.72679032022113 40.686173770215404, -73.72468496264506 40.68710640211734, -73.72474408856343 40.68886568483656, -73.72690873204098 40.689692334295664))"
892a107712bffff,2159.0,"POLYGON ((-73.98510609066895 40.62489718311338, -73.98720393115762 40.62396040957681, -73.98713505872465 40.62220252193448, -73.98496850532327 40.62138140566152, -73.98287073904392 40.62231810960634, -73.98293945195618 40.624075999413094, -73.98510609066895 40.62489718311338))"
892a100a5afffff,150.0,"POLYGON ((-73.89460087167011 40.889058305859535, -73.89671220837052 40.888120331708805, -73.89664635510024 40.88635662839618, -73.89446932646422 40.88553089735655, -73.89235806526345 40.8864688017862, -73.89242375719863 40.888232506973736, -73.89460087167011 40.889058305859535))"
892a1002243ffff,9.0,"POLYGON ((-73.76407206775876 40.90034315067086, -73.76618629584878 40.899407486659506, -73.76612534315915 40.897643558072026, -73.76395032380216 40.89681529202556, -73.7618361718967 40.89775088650215, -73.76189696316328 40.89951481655716, -73.76407206775876 40.90034315067086))"
892a101a917ffff,50.0,"POLYGON ((-73.79596015248895 40.95252405698497, -73.79807615360623 40.951587237968624, -73.79801393053606 40.94982216041897, -73.7958358681288 40.94899390031797, -73.79371994320721 40.94993064969925, -73.79378200449676 40.95169572881377, -73.79596015248895 40.95252405698497))"
